Zip Code,Confirmed COVID-19 Cases,Confirmed COVID-19 Deaths,Date,Source URL
45280,0,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45275,0,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45262,0,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45258,0,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45255,3,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45254,0,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45253,0,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45252,1,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45251,8,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45250,0,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45249,3,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45248,2,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45247,3,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45246,8,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45244,3,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45243,2,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45242,4,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45241,2,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45240,3,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45239,5,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45238,16,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45237,12,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45236,1,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45235,0,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45234,0,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45233,1,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45232,3,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45231,10,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
45230,4,,2020-05-15,https://public.tableau.com/vizql/w/COVID-19casesinHamiltonCountyOH/v/table/vudcsv/sessions/54274FB7BB204AFB8AC0158DCB8E10EA-0:0/views/7713620505763405234_17576232976373383193?summary=true
